display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,battle_36193794,Battle of the Port of Carthage,Battle of the Port of Carthage,battle_article,side_a,Roman Republic,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,battle_51804400,Battle of Lake Tunis,Battle of Lake Tunis,battle_article,side_a,Roman Republic,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3122638,Battles of Kroton,Battles of Kroton,battle_article,side_a,Carthage,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Hasdrubal Gisco,https://en.wikipedia.org/wiki/Hasdrubal_Gisco,battle_8450227,Siege of Utica,Siege of Utica,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8450227,Siege of Utica,Siege of Utica,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Scipio_Africanus,battle_8450227,Siege of Utica,Siege of Utica,battle_article,side_b,Rome,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_57689505,Battle of Petelia,Battle of Petelia,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3154852,Battle of Herdonia (210 BC),Battle of Herdonia (210 BC),battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hasdrubal Barca,https://en.wikipedia.org/wiki/Hasdrubal_Barca,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Mago Barca,https://en.wikipedia.org/wiki/Mago_Barca,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hasdrubal Gisco,https://en.wikipedia.org/wiki/Hasdrubal_Gisco,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC),battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,battle_article,side_b,Roman Republic,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3158003,Battle of Capua (212 BC),Battle of Capua (212 BC),battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3151909,Battle of Herdonia (212 BC),Battle of Herdonia (212 BC),battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8016197,Battle of Tarentum (212 BC),Battle of Tarentum (212 BC),battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3158056,Battle of the Silarus,Battle of the Silarus,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8433338,Battle of Ager Falernus,Battle of Ager Falernus,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_9046912,Battle of Geronium,Battle of Geronium,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_349626,Battle of Lake Trasimene,Battle of Lake Trasimene,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_1294942,Battle of Ticinus,Battle of Ticinus,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC),battle_1294942,Battle of Ticinus,Battle of Ticinus,battle_article,side_b,Rome,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_12962824,Battle of the Rhône Crossing,Battle of the Rhône Crossing,battle_article,side_a,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_238811,Battle of the Trebia,Battle of the Trebia,battle_article,side_b,Carthage,unknown,victory,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory
Jiang Wei,https://en.wikipedia.org/wiki/Jiang_Wei,battle_6606251,Battle of Wuzhang Plains,Battle of Wuzhang Plains,battle_article,side_b,Shu Han,unknown,indecisive,unknown,Inconclusive; Shu Han retreat,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive; Shu Han retreat
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_34171338,Siege of Lilybaeum (c. 277 BC),Siege of Lilybaeum (c. 277 BC),battle_article,side_b,Epirus Greek allies,unknown,defeat,victory,Carthaginian victory,Retained page result begins with `carthaginian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Carthaginian victory
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_898313,Siege of the Sogdian Rock,Siege of the Sogdian Rock,battle_article,side_a,Macedon League of Corinth,unknown,victory,unknown,Macedonian victoryHorn Spencer 2012,Retained page result begins with `macedonian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Macedonian victoryHorn Spencer 2012
Antipater,https://en.wikipedia.org/wiki/Antipater,battle_3120012,Battle of Megalopolis,Battle of Megalopolis,battle_article,side_a,Macedon Hellenic League,unknown,victory,victory,Macedonian victory,Retained page result begins with `macedonian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Macedonian victory
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_15296493,Siege of Gaza (332 BC),Siege of Gaza (332 BC),battle_article,side_a,Macedon Hellenic League,unknown,victory,victory,Macedonian victory,Retained page result begins with `macedonian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Macedonian victory
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_745994,Battle of Chaeronea (338 BC),Battle of Chaeronea (338 BC),battle_article,side_a,Macedon * Thessaly * Argos * Arcadia * Phocis,unknown,victory,victory,Macedonian victory,Retained page result begins with `macedonian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Macedonian victory
Flavius Aetius,https://en.wikipedia.org/wiki/Flavius_Aetius,battle_3129123,Battle of Rimini (432),Battle of Rimini (432),battle_article,side_b,,unknown,defeat,unknown,"Bonifacius victorious, but mortally wounded",Retained page result states Bonifacius was victorious while Aetius is attached to the opposing side.,"page_result_raw=Bonifacius victorious, but mortally wounded"
Datis,https://en.wikipedia.org/wiki/Datis,battle_20198238,First Persian invasion of Greece,First Persian invasion of Greece,operation_article,side_b,Achaemenid Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Belisarius,https://en.wikipedia.org/wiki/Belisarius,battle_5196520,Iberian War,Iberian War,war_conflict_article,side_a,Byzantine Empire Iberia Lazica Ghassanids Huns Heruli Aksum Kinda,unknown,indecisive,unknown,InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica
Al-Harith ibn Jabalah,https://en.wikipedia.org/wiki/Al-Harith_ibn_Jabalah,battle_5196520,Iberian War,Iberian War,war_conflict_article,side_a,Byzantine Empire Iberia Lazica Ghassanids Huns Heruli Aksum Kinda,unknown,indecisive,unknown,InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica
Mihr-Mihroe,https://en.wikipedia.org/wiki/Mihr-Mihroe,battle_5196520,Iberian War,Iberian War,war_conflict_article,side_b,Sasanian Empire Lakhmids Sabirs,unknown,indecisive,unknown,InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveNeusner 1970Greatrex Lieu 2002 Treaty of Eternal Peace Sasanians retained Iberia Byzantines retained Lazica
Abu Bakr,https://en.wikipedia.org/wiki/Abu_Bakr,battle_70387436,Muslim–Quraysh War,Muslim–Quraysh War,war_conflict_article,side_a,First Islamic state Quraysh splinter groups Ansar Flag (4).png Ansars Black flag.svg Muhajirun Banu Makhzum (from 627),unknown,victory,victory,Muslim victory,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory
Umar ibn al-Khattab,https://en.wikipedia.org/wiki/Umar,battle_70387436,Muslim–Quraysh War,Muslim–Quraysh War,war_conflict_article,side_a,First Islamic state Quraysh splinter groups Ansar Flag (4).png Ansars Black flag.svg Muhajirun Banu Makhzum (from 627),unknown,victory,victory,Muslim victory,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory
Zubayr ibn al-Awwam,https://en.wikipedia.org/wiki/Zubayr_ibn_al-Awwam,battle_70387436,Muslim–Quraysh War,Muslim–Quraysh War,war_conflict_article,side_a,First Islamic state Quraysh splinter groups Ansar Flag (4).png Ansars Black flag.svg Muhajirun Banu Makhzum (from 627),unknown,victory,victory,Muslim victory,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory
Abu Ubayda ibn al-Jarrah,https://en.wikipedia.org/wiki/Abu_Ubayda_ibn_al-Jarrah,battle_70387436,Muslim–Quraysh War,Muslim–Quraysh War,war_conflict_article,side_a,First Islamic state Quraysh splinter groups Ansar Flag (4).png Ansars Black flag.svg Muhajirun Banu Makhzum (from 627),unknown,victory,victory,Muslim victory,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory
Ikrima ibn Amr,https://en.wikipedia.org/wiki/Ikrima_ibn_Amr,battle_70387436,Muslim–Quraysh War,Muslim–Quraysh War,war_conflict_article,side_b,Quraysh Flag.svg Quraysh Mushrikites Banu Makhzum (624–627) Banu Abd-Shams Banu Umayya Banu Jumah,unknown,defeat,victory,Muslim victory,Retained page result begins with `muslim` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Muslim victory
Zubayr ibn al-Awwam,https://en.wikipedia.org/wiki/Zubayr_ibn_al-Awwam,battle_1168834,Battle of the Trench,Battle of the Trench,battle_article,side_a,First Islamic State Ansars Khazraj Aws Muhajirun Banu Qays,unknown,victory,victory,Muslim victory Muslim invasion of Banu Qurayza,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory Muslim invasion of Banu Qurayza
Ubadah ibn al-Samit,https://en.wikipedia.org/wiki/Ubadah_ibn_al-Samit,battle_1168834,Battle of the Trench,Battle of the Trench,battle_article,side_a,First Islamic State Ansars Khazraj Aws Muhajirun Banu Qays,unknown,victory,victory,Muslim victory Muslim invasion of Banu Qurayza,Retained page result begins with `muslim` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Muslim victory Muslim invasion of Banu Qurayza
