analytic_commander_id,commander_name,battle_id,page_title,page_type,role_class,role_confidence,role_source,role_notes
acmd_3c138aab5b8a,Vespasian,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6bd8df8079f2,Marcus Rutilius Lupus,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f50858cf82a4,Marcius Turbo,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3c3bf79f9ae5,Lusius Quietus,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fca3098ad920,Hadrian,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b7585e4eb923,Sextus Julius Severus,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d249377f8c45,Ananus ben Ananus,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b40dbd8ad3d4,Eleazar ben Hanania,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e078fa28b928,Simon bar Giora,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_97b3b63c75cd,Eleazar ben Simon,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d011a5cc3e6b,John of Gischala,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5d6dbbfbe53a,Lukuas,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2d244d8a4593,Simon bar Kokhba,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1993da0c0e95,Eleazar of Modi'im,battle_1356252,Jewish–Roman wars,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_215e15058638,Zhuang Zhu,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_2ba23ebdcb95,Wang Hui,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_0acc246acfa8,Han Anguo,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_b7feec036dd3,Han Yue,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_cf542c27c6c2,Yang Pu,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_dc0d031e440c,Wang Wenshu,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_f84c4a1f686a,Two marquises of Yue,battle_39871561,Han campaigns against Minyue,campaign_article,coalition_commander,0.5,heuristic_high_level_density,High-level page with dense same-side command; inferred coalition/shared command.
acmd_ad44fba1c9e1,Zou Ying,battle_39871561,Han campaigns against Minyue,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_2ad609caa7f9,Zou Yushan,battle_39871561,Han campaigns against Minyue,campaign_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_bcdb0eb68c43,Antoninus Augustus Pius,battle_54202353,Burnswark Hill,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_eb2684a3ae0f,Quintus Lollius Urbicus,battle_54202353,Burnswark Hill,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fc235cc140ee,Quintus Caecilius Metellus Macedonicus,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_0e8038b7c144,Quintus Pompeius,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fb2705d11941,Gaius Hostilius Mancinus,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f926ccaefc32,Scipio Aemilianus,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ee90935a6d78,Micipsa,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_025093dec08b,Jugurtha,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_4b8fcbcb0eaa,Tanginus,battle_6469951,Numantine War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fbed1feff5a7,Ptolemy VI Philometor,battle_2462997,Battle of the Oenoparus,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_c4e93751f5d6,Demetrius II Nicator,battle_2462997,Battle of the Oenoparus,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9e76d528ba89,Alexander Balas,battle_2462997,Battle of the Oenoparus,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fc235cc140ee,Quintus Caecilius Metellus Macedonicus,battle_31697331,Achaean War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_00ac046e84b7,Lucius Mummius Achaicus,battle_31697331,Achaean War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e23426bd0507,Diaeus,battle_31697331,Achaean War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_00ac046e84b7,Lucius Mummius Achaicus,battle_2924155,Battle of Corinth (146 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e23426bd0507,Diaeus,battle_2924155,Battle of Corinth (146 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fc235cc140ee,Quintus Caecilius Metellus Macedonicus,battle_42545487,Battle of Scarpheia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_bafe529e085f,Critolaos of Megalopolis,battle_42545487,Battle of Scarpheia,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f926ccaefc32,Scipio Aemilianus,battle_36192780,Battle of Nepheris (147 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a7b314d96701,Diogenes of Carthage,battle_36192780,Battle of Nepheris (147 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f926ccaefc32,Scipio Aemilianus,battle_36193794,Battle of the Port of Carthage,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_78693c1775d6,Lucius Hostilius Mancinus,battle_36193794,Battle of the Port of Carthage,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_c3ddfa6c58b9,Hasdrubal the Boetharch,battle_36193794,Battle of the Port of Carthage,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fc235cc140ee,Quintus Caecilius Metellus Macedonicus,battle_3154899,Battle of Pydna (148 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7feaccb5eef7,Andriscus,battle_3154899,Battle of Pydna (148 BC),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a3ba48e2608f,Lucius Marcius Censorinus,battle_51804400,Battle of Lake Tunis,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ab34d07b46c4,Manius Manilius,battle_51804400,Battle of Lake Tunis,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f926ccaefc32,Scipio Aemilianus,battle_51804400,Battle of Lake Tunis,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_eaa72015ca0f,Himilco Phameas,battle_51804400,Battle of Lake Tunis,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f926ccaefc32,Scipio Aemilianus,battle_266649,Siege of Carthage (Third Punic War),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_ab34d07b46c4,Manius Manilius,battle_266649,Siege of Carthage (Third Punic War),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_a3ba48e2608f,Lucius Marcius Censorinus,battle_266649,Siege of Carthage (Third Punic War),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_beea9132a255,Lucius Calpurnius Piso Caesoninus,battle_266649,Siege of Carthage (Third Punic War),battle_article,wing_or_corps_commander,0.55,heuristic_same_side_density,Battle page with many same-side commanders; inferred wing/corps-level or shared command.
acmd_c3ddfa6c58b9,Hasdrubal the Boetharch,battle_266649,Siege of Carthage (Third Punic War),battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f926ccaefc32,Scipio Aemilianus,battle_57551,Third Punic War,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
